"Index_Product","sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
"4185","3331578","2.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","No","0.0","0.83","0.85","0.0","No","No","No","Yes","No","No"
"4186","3331625","70.0","NULL","0.0","0.0","0.0","0.0","2.0","10.0","20.0","35.0","9.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4187","3331670","5.0","8.0","0.0","0.0","2.0","5.0","0.0","1.0","2.0","5.0","0.0","No","0.0","0.84","0.82","0.0","No","No","No","Yes","No","No"
"4188","3331766","18.0","8.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","4.0","1.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"4189","3331812","7.0","8.0","0.0","6.0","14.0","20.0","3.0","9.0","18.0","33.0","3.0","No","0.0","0.98","0.98","0.0","No","No","No","Yes","No","No"
"4190","3331961","0.0","12.0","0.0","5.0","5.0","5.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4191","3331962","10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.89","0.89","0.0","Yes","No","No","Yes","No","No"
"4192","3332105","14.0","4.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"4193","3332106","4.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","Yes","No","No","Yes","No","No"
"4194","3332164","22.0","NULL","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"4195","3332205","20.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4196","3332248","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"4197","3332346","3.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4198","3332347","83.0","8.0","8.0","57.0","141.0","204.0","24.0","73.0","141.0","218.0","24.0","No","0.0","0.94","0.97","0.0","No","No","No","Yes","No","No"
"4199","3332372","35.0","NULL","0.0","0.0","0.0","0.0","7.0","26.0","50.0","72.0","16.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"4200","3332456","48.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"4201","3332488","215.0","8.0","0.0","250.0","250.0","500.0","30.0","127.0","263.0","339.0","51.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"4202","3332489","121.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","1.0","0.93","0.0","No","No","No","Yes","No","No"
"4203","3332532","59.0","8.0","0.0","0.0","0.0","0.0","0.0","4.0","6.0","15.0","2.0","No","0.0","0.63","0.68","0.0","No","No","Yes","Yes","No","No"
"4204","3332533","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.66","0.75","0.0","No","No","No","Yes","No","No"
"4205","3332534","14.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","1.0","1.0","0.0","Yes","No","No","Yes","No","No"
"4206","3332620","13.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","No","No","No"
"4207","3332770","48.0","12.0","1.0","0.0","0.0","0.0","5.0","17.0","29.0","47.0","1.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4208","3332818","8.0","2.0","0.0","0.0","2.0","6.0","0.0","6.0","15.0","17.0","0.0","No","0.0","0.41","0.26","0.0","No","No","No","Yes","No","No"
"4209","3332867","10.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","0.0","No","0.0","0.99","0.93","0.0","Yes","No","No","Yes","No","No"
"4210","3332915","2.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.7","0.66","0.0","No","No","No","Yes","No","No"
"4211","3332963","58.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","0.0","No","0.0","0.8","0.83","0.0","No","No","No","Yes","No","No"
"4212","3333300","50.0","6.0","0.0","0.0","0.0","0.0","2.0","43.0","92.0","103.0","10.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4213","3333301","20.0","12.0","0.0","0.0","0.0","0.0","2.0","3.0","7.0","14.0","7.0","No","0.0","0.98","0.98","0.0","No","No","No","Yes","No","No"
"4214","3333345","-1.0","2.0","0.0","24.0","24.0","24.0","22.0","22.0","22.0","22.0","0.0","No","0.0","0.25","0.16","1.0","Yes","No","No","Yes","No","No"
"4215","3333392","272.0","12.0","0.0","0.0","0.0","0.0","13.0","31.0","71.0","111.0","20.0","No","0.0","0.92","0.9","0.0","No","No","No","Yes","No","No"
"4216","3333393","91.0","NULL","0.0","0.0","0.0","0.0","2.0","3.0","3.0","3.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"4217","3333394","143.0","8.0","1.0","0.0","147.0","147.0","15.0","49.0","102.0","159.0","22.0","No","0.0","0.76","0.71","0.0","No","No","No","Yes","No","No"
"4218","3333437","13.0","8.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"4219","3333438","27.0","8.0","0.0","0.0","0.0","0.0","0.0","18.0","18.0","18.0","0.0","No","0.0","0.81","0.91","0.0","No","No","No","Yes","No","No"
"4220","3333625","57.0","8.0","40.0","140.0","240.0","365.0","41.0","123.0","218.0","306.0","46.0","No","0.0","0.9","0.86","0.0","No","No","No","Yes","No","No"
"4221","3333720","9.0","8.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","1.0","0.99","0.0","No","No","No","Yes","No","No"
"4222","3333724","24.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.98","0.99","0.0","No","No","No","Yes","No","No"
"4223","3333769","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4224","3333820","3.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.37","0.34","0.0","No","No","No","Yes","No","No"
"4225","3333959","3.0","4.0","2.0","1.0","4.0","5.0","0.0","2.0","4.0","6.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"4226","3333960","12.0","2.0","0.0","5.0","25.0","25.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.9","0.91","0.0","Yes","No","No","Yes","No","No"
"4227","3333962","3.0","4.0","2.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","Yes","No","No","Yes","No","No"
"4228","3333963","6.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","1.0","No","0.0","1.0","0.86","0.0","Yes","No","No","Yes","No","No"
"4229","3333971","60.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"4230","3334007","0.0","2.0","0.0","5.0","7.0","7.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.96","0.96","0.0","Yes","No","No","Yes","No","No"
"4231","3334008","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.88","0.63","0.0","Yes","No","Yes","Yes","No","No"
"4232","3334153","4.0","8.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","No","0.0","1.0","0.92","0.0","No","No","No","Yes","No","No"
"4233","3334247","21187.0","NULL","0.0","0.0","0.0","0.0","1.0","16.0","16.0","16.0","36.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"4234","3334342","2896.0","8.0","1073.0","0.0","2500.0","2500.0","606.0","1842.0","3285.0","4752.0","1134.0","No","0.0","0.95","0.95","0.0","No","No","No","Yes","No","No"
"4235","3334386","36.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","0.73","0.76","0.0","No","No","No","Yes","No","No"
"4236","3334477","63.0","12.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","1.0","No","0.0","0.56","0.58","0.0","No","No","Yes","Yes","No","No"
"4237","3334524","4.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.82","0.81","0.0","No","No","No","Yes","No","No"
"4238","3334571","149.0","8.0","0.0","144.0","216.0","288.0","38.0","138.0","257.0","404.0","53.0","No","0.0","0.41","0.59","0.0","No","No","No","Yes","No","No"
"4239","3334574","6.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4240","3334621","5.0","12.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","No","0.0","0.86","0.75","0.0","No","No","No","Yes","No","No"
"4241","3334623","1.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4242","3334669","2.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.97","0.97","0.0","No","No","No","Yes","No","No"
"4243","3334715","3.0","8.0","0.0","0.0","2.0","3.0","1.0","1.0","5.0","5.0","0.0","No","0.0","0.81","0.75","0.0","No","No","No","Yes","No","No"
"4244","3334716","3.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4245","3334838","5.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"4246","3334861","25373.0","2.0","14.0","2894.0","10975.0","14849.0","52.0","194.0","566.0","781.0","83.0","No","0.0","0.87","0.88","0.0","No","No","No","Yes","No","No"
"4247","3334862","17.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","No","0.0","0.8","0.9","0.0","No","No","No","Yes","No","No"
"4248","3334864","0.0","3.0","0.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.91","0.91","0.0","No","No","Yes","Yes","No","No"
"4249","3334907","163.0","8.0","52.0","151.0","326.0","504.0","52.0","186.0","347.0","527.0","63.0","No","0.0","0.92","0.91","0.0","No","No","No","Yes","No","No"
"4250","3334910","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.98","0.99","0.0","No","No","No","Yes","No","No"
"4251","3334953","0.0","8.0","2.0","4.0","6.0","10.0","0.0","4.0","6.0","8.0","1.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"4252","3334954","4.0","8.0","0.0","7.0","11.0","15.0","0.0","5.0","8.0","12.0","0.0","No","0.0","1.0","1.0","0.0","No","No","Yes","Yes","No","No"
"4253","3334956","52.0","8.0","0.0","0.0","0.0","0.0","1.0","5.0","10.0","16.0","0.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"4254","3335002","9.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","6.0","0.0","No","0.0","0.18","0.33","0.0","Yes","No","No","Yes","No","No"
"4255","3335003","5.0","4.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","No","0.0","0.7","0.66","0.0","Yes","No","No","Yes","No","No"
"4256","3335096","13.0","9.0","3.0","1.0","1.0","1.0","1.0","3.0","6.0","9.0","0.0","No","0.0","0.85","0.82","0.0","No","No","No","Yes","No","No"
"4257","3335098","24.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.85","0.82","0.0","Yes","No","No","No","No","No"
"4258","3335191","8.0","12.0","0.0","11.0","27.0","37.0","1.0","6.0","15.0","29.0","0.0","No","0.0","0.7","0.76","0.0","No","No","No","Yes","No","No"
"4259","3335243","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"4260","3335286","504.0","8.0","225.0","1333.0","2333.0","3083.0","373.0","1008.0","1846.0","2730.0","285.0","No","0.0","0.99","0.98","0.0","No","No","No","Yes","No","No"
"4261","3335287","187.0","4.0","31.0","378.0","810.0","1251.0","61.0","428.0","947.0","1160.0","62.0","No","0.0","0.97","0.98","0.0","No","No","No","Yes","No","No"
"4262","3335406","2.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","No","No","No"
"4263","3335437","3.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"4264","3335601","60.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"4265","3335615","35.0","8.0","0.0","0.0","0.0","0.0","10.0","12.0","12.0","13.0","0.0","No","0.0","0.86","0.89","0.0","No","No","No","Yes","No","No"
"4266","3335616","463.0","8.0","50.0","432.0","936.0","1320.0","143.0","494.0","1044.0","1608.0","160.0","No","0.0","0.96","0.97","0.0","No","No","No","Yes","No","No"
"4267","3335664","7.0","8.0","0.0","0.0","0.0","3.0","1.0","5.0","7.0","9.0","0.0","No","0.0","0.68","0.49","0.0","No","No","No","Yes","No","No"
"4268","3335665","11.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.22","0.15","0.0","Yes","No","No","Yes","No","No"
"4269","3335738","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","No","Yes","No","No"
"4270","3335761","1.0","2.0","0.0","0.0","0.0","0.0","1.0","3.0","3.0","3.0","0.0","No","0.0","0.79","0.87","0.0","No","No","No","Yes","No","No"
"4271","3335905","71.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.94","0.96","0.0","Yes","No","No","Yes","No","No"
"4272","3335906","63.0","12.0","2.0","80.0","176.0","272.0","18.0","77.0","202.0","330.0","21.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4273","3335908","57.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","1.0","1.0","0.0","No","No","Yes","Yes","No","No"
"4274","3335954","190.0","8.0","0.0","0.0","0.0","0.0","1.0","1.0","12.0","12.0","2.0","No","0.0","-99.0","0.0","0.0","No","No","No","Yes","No","No"
"4275","3336051","5.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.85","0.82","0.0","No","No","No","Yes","No","No"
"4276","3336053","132.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.85","0.82","0.0","No","No","No","Yes","No","No"
"4277","3336099","2.0","8.0","0.0","0.0","2.0","3.0","0.0","1.0","1.0","3.0","1.0","No","0.0","0.35","0.36","0.0","No","No","No","Yes","No","No"
"4278","3336147","11.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.48","0.48","0.0","Yes","No","No","Yes","No","No"
"4279","3336193","206.0","8.0","0.0","0.0","0.0","0.0","2.0","20.0","45.0","69.0","51.0","No","0.0","0.95","0.95","0.0","No","No","No","Yes","No","No"
"4280","3336239","201.0","8.0","1009.0","0.0","0.0","0.0","26.0","409.0","475.0","559.0","76.0","No","0.0","0.82","0.83","1.0","No","No","No","Yes","No","No"
"4281","3336272","4963.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4282","3336332","2081.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.98","0.92","0.0","No","No","No","Yes","No","No"
"4283","3336333","39.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4284","3336425","3.0","8.0","12.0","12.0","24.0","44.0","3.0","13.0","17.0","29.0","0.0","No","0.0","0.78","0.75","0.0","No","No","No","Yes","No","No"
"4285","3336433","12.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"4286","3336471","-8.0","8.0","0.0","17.0","20.0","24.0","2.0","4.0","9.0","9.0","7.0","No","0.0","0.5","0.46","8.0","No","No","No","Yes","No","No"
"4287","3336472","5.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.0","1.0","No","0.0","0.5","0.46","0.0","No","No","No","Yes","No","No"
"4288","3336473","31.0","8.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","3.0","No","0.0","0.99","0.96","0.0","No","No","No","Yes","No","No"
"4289","3336474","915.0","13.0","0.0","0.0","0.0","0.0","56.0","166.0","355.0","524.0","78.0","No","0.0","0.87","0.79","0.0","No","No","No","Yes","No","No"
"4290","3336612","16.0","9.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","3.0","0.0","No","0.0","0.99","0.99","0.0","No","No","No","Yes","No","No"
"4291","3336616","32.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.87","0.92","0.0","No","No","No","Yes","No","No"
"4292","3336708","7.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","No","0.0","0.53","0.53","0.0","No","No","Yes","Yes","No","No"
"4293","3336709","5.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4294","3336849","4.0","8.0","0.0","2.0","5.0","7.0","0.0","2.0","2.0","5.0","4.0","No","0.0","0.7","0.41","0.0","No","No","No","Yes","No","No"
"4295","3336950","1120.0","2.0","217.0","750.0","1830.0","2760.0","0.0","0.0","0.0","0.0","143.0","No","0.0","0.78","0.9","0.0","No","No","No","Yes","No","No"
"4296","3337235","207.0","12.0","178.0","110.0","440.0","550.0","49.0","256.0","692.0","1184.0","69.0","No","0.0","0.73","0.79","0.0","No","No","Yes","Yes","No","No"
"4297","3337281","5.0","8.0","0.0","0.0","1.0","3.0","0.0","1.0","4.0","9.0","1.0","No","0.0","0.73","0.76","0.0","No","No","No","Yes","No","No"
"4298","3337377","6.0","12.0","0.0","2.0","3.0","6.0","0.0","2.0","4.0","10.0","0.0","No","0.0","0.77","0.73","0.0","No","No","No","Yes","No","No"
"4299","3337520","35.0","8.0","0.0","0.0","0.0","2.0","3.0","7.0","18.0","30.0","1.0","No","0.0","0.05","0.04","0.0","No","No","No","Yes","No","No"
"4300","3337527","19.0","NULL","0.0","0.0","0.0","0.0","0.0","1.0","4.0","4.0","1.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"4301","3337617","324.0","2.0","0.0","0.0","50.0","120.0","7.0","21.0","52.0","60.0","7.0","No","0.0","0.99","0.94","0.0","No","No","No","Yes","No","No"
"4302","3337666","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","1.0","0.99","0.0","No","No","No","Yes","No","No"
"4303","3337812","5.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.99","0.94","0.0","Yes","No","No","Yes","No","No"
"4304","3337821","15.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4305","3337859","0.0","2.0","0.0","505.0","505.0","505.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.68","0.85","0.0","Yes","No","No","Yes","No","No"
"4306","3337860","18.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.98","0.98","0.0","No","No","No","Yes","No","No"
"4307","3337909","4.0","2.0","0.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.93","0.96","0.0","Yes","No","No","Yes","No","No"
"4308","3337910","0.0","2.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.99","0.97","0.0","Yes","No","Yes","Yes","No","No"
"4309","3337912","0.0","2.0","0.0","5.0","10.0","10.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.91","0.95","0.0","Yes","No","Yes","Yes","No","No"
"4310","3337955","6.0","12.0","1.0","0.0","1.0","4.0","1.0","1.0","7.0","11.0","5.0","No","0.0","0.73","0.79","0.0","No","No","Yes","Yes","No","No"
"4311","3338089","1247.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4312","3338100","318.0","8.0","14.0","0.0","0.0","0.0","14.0","48.0","142.0","247.0","31.0","No","0.0","0.93","0.89","0.0","No","No","No","Yes","No","No"
"4313","3338102","43.0","NULL","0.0","0.0","0.0","0.0","0.0","2.0","8.0","13.0","4.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
"4314","3338332","36.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","No","0.0","0.77","0.73","0.0","Yes","No","No","Yes","No","No"
"4315","3338425","3.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.87","0.92","0.0","No","No","No","Yes","No","No"
"4316","3338570","7.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.79","0.0","No","No","No","Yes","No","No"
"4317","3338574","2.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4318","3338809","7.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.73","0.78","0.0","Yes","No","No","Yes","No","No"
"4319","3338810","11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.85","0.92","0.0","Yes","No","No","Yes","No","No"
"4320","3338814","0.0","2.0","0.0","27.0","27.0","27.0","0.0","0.0","0.0","0.0","2.0","No","0.0","-99.0","-99.0","0.0","Yes","No","Yes","Yes","No","No"
"4321","3338857","0.0","2.0","0.0","4.0","104.0","104.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.88","0.63","0.0","Yes","No","No","Yes","No","No"
"4322","3338904","2.0","8.0","0.0","6.0","6.0","12.0","0.0","1.0","3.0","6.0","10.0","No","0.0","0.92","0.75","0.0","No","No","No","Yes","No","No"
"4323","3338952","50.0","2.0","20.0","60.0","110.0","165.0","18.0","65.0","105.0","180.0","27.0","No","0.0","0.87","0.83","0.0","No","No","No","Yes","No","No"
"4324","3339095","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","1.0","0.99","0.0","No","No","Yes","Yes","No","No"
"4325","3339106","40.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","No","No","No"
"4326","3339141","1.0","12.0","0.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","0.0","No","0.0","0.11","0.13","0.0","No","No","No","Yes","No","No"
"4327","3339142","96.0","NULL","22.0","0.0","0.0","0.0","54.0","183.0","372.0","556.0","60.0","No","0.0","-99.0","-99.0","0.0","No","No","No","No","No","No"
"4328","3339143","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","769.0","No","0.0","0.98","0.98","0.0","Yes","No","No","Yes","No","No"
"4329","3339235","1325.0","8.0","0.0","0.0","0.0","0.0","34.0","129.0","271.0","397.0","51.0","No","0.0","0.25","0.7","0.0","No","No","Yes","Yes","No","No"
"4330","3339246","13.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.37","0.34","0.0","No","No","No","Yes","No","No"
"4331","3339327","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.79","0.82","0.0","No","No","No","Yes","No","No"
"4332","3339375","5.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","No","0.0","0.57","0.68","0.0","No","No","No","Yes","No","No"
"4333","3339376","225.0","2.0","0.0","0.0","88.0","176.0","25.0","89.0","203.0","305.0","36.0","No","0.0","0.33","0.32","0.0","No","No","No","Yes","No","No"
"4334","3339469","423.0","2.0","143.0","400.0","880.0","1334.0","115.0","429.0","729.0","1058.0","147.0","No","0.0","1.0","1.0","0.0","No","No","No","Yes","No","No"
"4335","3339470","8.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","No","0.0","0.92","0.96","0.0","No","No","No","Yes","No","No"
"4336","3339569","3.0","8.0","0.0","1.0","3.0","5.0","0.0","1.0","2.0","4.0","0.0","No","0.0","0.37","0.34","0.0","No","No","No","Yes","No","No"
"4337","3339605","0.0","NULL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","-99.0","-99.0","0.0","No","No","Yes","Yes","No","No"
"4338","3339622","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","0.95","0.77","0.0","No","No","No","Yes","No","No"
"4339","3339666","658.0","8.0","150.0","466.0","916.0","1066.0","195.0","503.0","1164.0","1734.0","164.0","No","0.0","0.95","0.96","0.0","No","No","Yes","Yes","No","No"
"4340","3339810","5.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","No","0.0","0.7","0.66","0.0","Yes","No","Yes","Yes","No","No"
"4341","3339952","20.0","4.0","0.0","1.0","4.0","8.0","3.0","5.0","16.0","26.0","0.0","No","0.0","0.73","0.78","0.0","No","No","No","Yes","No","No"
"4342","3340138","1522.0","8.0","509.0","2032.0","4572.0","6604.0","561.0","2036.0","4350.0","6548.0","585.0","No","0.0","0.93","0.89","0.0","No","No","No","Yes","No","No"
"4343","3340139","135.0","8.0","0.0","155.0","310.0","465.0","41.0","147.0","318.0","479.0","15.0","No","0.0","0.72","0.63","0.0","No","No","Yes","Yes","No","No"
"4344","3340231","76.0","NULL","0.0","0.0","0.0","0.0","3.0","5.0","11.0","15.0","1.0","No","0.0","-99.0","-99.0","0.0","Yes","No","No","Yes","No","No"
